country,project_name,year,status,lendprojectcost,boardapprovaldate
Marshall Islands,Pacific Islands Regional Oceanscape Program - Republic of the Marshall Islands,2014,Active,"6,750,000",2014-12-22T00:00:00Z
Solomon Islands,Pacific Islands Regional Oceanscape Program - Solomon Islands,2014,Active,"9,750,000",2014-12-22T00:00:00Z
Tuvalu,Pacific Islands Regional Oceanscape Program - Tuvalu,2014,Active,"7,000,000",2014-12-22T00:00:00Z
,Pacfic Islands Regional Ocenscape Program Forum Fisheries Agency,2014,Active,"6,160,000",2014-12-22T00:00:00Z
,Pacfic Islands Regional Ocenscape Program Forum Fisheries Agency,2014,Active,"3,970,000",2014-12-22T00:00:00Z
Nepal,Nepal: Grid Solar and Energy Efficiency,2014,Active,"138,000,000",2014-12-22T00:00:00Z
Ukraine,Second Power Transmission Project,2014,Active,"378,430,000",2014-12-22T00:00:00Z
Belarus,Transit Corridor Improvement Project,2014,Active,"270,010,000",2014-12-19T00:00:00Z
India,India: Andhra Pradesh Rural Inclusive Growth Project,2014,Active,"107,000,000",2014-12-19T00:00:00Z
India,Telangana Rural Inclusive Growth Project,2014,Closed,"107,000,000",2014-12-19T00:00:00Z
,Sahel Women's Empowerment and Demographics Project,2014,Active,"172,200,000",2014-12-18T00:00:00Z
Madagascar,MG-Reengagement DPO,2014,Closed,"45,000,000",2014-12-18T00:00:00Z
Madagascar,Integrated Growth Poles and Corridor Project 2,2014,Closed,"50,000,000",2014-12-18T00:00:00Z
"Congo, Dem. Rep.",Health System Strengthening for Better Maternal and Child Health Results Project (PDSS),2014,Active,"226,500,000",2014-12-18T00:00:00Z
"Micronesia, Fed. Sts.",Pacific Regional Connectivity Program 2:FSM Connectivity Project,2014,Active,"72,500,000",2014-12-17T00:00:00Z
Sierra Leone,Sierra Leone - Emergency Economic and Fiscal Support Operation,2014,Closed,"30,000,000",2014-12-17T00:00:00Z
Bangladesh,AF Bangladesh - Primary Education Development Program III,2014,Closed,"400,000,000",2014-12-16T00:00:00Z
Kenya,Coastal Region Water Security and Climate Resilience Project,2014,Active,"200,000,000",2014-12-16T00:00:00Z
Pakistan,PK Additional Financing for Sindh Water Sector Improvement Phase 1,2014,Active,"138,000,000",2014-12-16T00:00:00Z
Bangladesh,Multipurpose Disaster Shelter Project,2014,Active,"376,700,000",2014-12-16T00:00:00Z
Bangladesh,Income Support Program for the Poorest,2014,Active,"303,370,000",2014-12-16T00:00:00Z
Brazil,Platform of Monitoring and Warning of Forest Fires in the Cerrado,2014,Closed,"1,100,000",2014-12-15T00:00:00Z
Colombia,CO First Programmatic Sustained Growth and Income Convergence DPL,2014,Closed,"700,000,000",2014-12-12T00:00:00Z
Colombia,Second Programmatic Productive & Sustainable Cities Development Policy Loan,2014,Closed,"700,000,000",2014-12-12T00:00:00Z
Uganda,UG Enhancing Accountability & Performance of Social Service Contracts,2014,Closed,"650,000",2014-12-10T00:00:00Z
Mongolia,Transparency and Accountability in Mongolian Education (TAME),2014,Closed,"650,000",2014-12-09T00:00:00Z
Honduras,Honduras Fiscal Sustainability and Enhanced Social Protection DPC,2014,Closed,"55,000,000",2014-12-09T00:00:00Z
"Yemen, Rep.",Emergency Support to Social Protection Project,2014,Closed,"120,470,000",2014-12-09T00:00:00Z
India,Efficient & Sustainable City Bus Services,2014,Active,,2014-12-09T00:00:00Z
India,Sustainable Livelihoods and Adaptation to Climate Change,2014,Closed,,2014-12-09T00:00:00Z
Myanmar,Ayeyarwady Integrated River Basin Management Project,2014,Active,"100,000,000",2014-12-09T00:00:00Z
,Kariba Dam Rehabilitation Project (RI),2014,Active,"294,200,000",2014-12-09T00:00:00Z
Nicaragua,Additional Financing for the NI PFM Modernization Project,2014,Active,"25,000,000",2014-12-08T00:00:00Z
Senegal,SENEGAL - Skills for jobs and competitiveness,2014,Active,"76,500,000",2014-12-08T00:00:00Z
Colombia,Forest Conservation and Sustainability in the Heart of the Colombian Amazon,2014,Active,"45,850,000",2014-12-08T00:00:00Z
Nepal, Strengthening Civil Society Organizations' use of Social Accountability to improve PFM in Nepal 2,2014,Closed,"1,500,000",2014-12-05T00:00:00Z
Mozambique,Tenth Poverty Reduction Support Credit (PRSC X),2014,Closed,"110,000,000",2014-12-05T00:00:00Z
Lesotho,Lesotho Continuous Survey Methodology,2014,Closed,"400,000",2014-12-04T00:00:00Z
Cote d'Ivoire,C&#244;te d'Ivoire: Poverty Reduction Support Credit 2,2014,Closed,"70,000,000",2014-12-04T00:00:00Z
St. Lucia,Geothermal Resource Development in Saint Lucia,2014,Closed,"1,170,000",2014-12-03T00:00:00Z
Uruguay,Drought Events&#8217; Impact Mitigating Investment Project Financing,2014,Closed,"200,000,000",2014-12-02T00:00:00Z
Argentina,Argentina Second Rural Education Improvement Project - PROMER-II,2014,Active,"250,500,000",2014-12-02T00:00:00Z
Liberia,Youth; Employment; Skills Project Additional Financing,2014,Closed,"3,400,000",2014-12-01T00:00:00Z
Tunisia,The National Network of Social Accountability,2014,Closed,"800,000",2014-11-27T00:00:00Z
Tuvalu,Pacific Islands Regional Oceanscape for Tuvalu,2014,Active,"8,580,000",2014-11-26T00:00:00Z
Marshall Islands,Pacific Islands Regional Oceanscape Program - Republic of Marshall Islands,2014,Active,"8,580,000",2014-11-26T00:00:00Z
Solomon Islands,Pacific Islands Regional Oceanscape Program - Solomon Islands,2014,Active,"11,220,000",2014-11-26T00:00:00Z
Cote d'Ivoire,Health Systems Strengthening and Ebola Preparedness Project,2014,Closed,"77,000,000",2014-11-25T00:00:00Z
Solomon Islands,Solomon Islands Rural Development Program II,2014,Active,"46,900,000",2014-11-21T00:00:00Z
Solomon Islands,Solomon Islands Recovery Financing Development Policy Operation,2014,Closed,"5,000,000",2014-11-21T00:00:00Z
Gabon,Gabon Supreme Audit Institution Capacity Building,2014,Closed,"350,000",2014-11-21T00:00:00Z
Moldova,District Heating Efficiency Improvement Project,2014,Active,"61,100,000",2014-11-21T00:00:00Z
Lebanon,LB: PCB Management in the Power Sector Project,2014,Active,,2014-11-21T00:00:00Z
Moldova,Implement participatory social accountability for better health in Moldova,2014,Closed,"730,000",2014-11-19T00:00:00Z
Tajikistan,Tajikistan: Extractive Industries Transparency Initiative Implementation,2014,Closed,0,2014-11-19T00:00:00Z
"Congo, Dem. Rep.",Reinforcing SAcc of health services by supporting health committees and the community diagnosis in Bas Congo and South Kivu,2014,Closed,"800,000",2014-11-18T00:00:00Z
,Ebola Emergency Response Project - Additional Financing,2014,Active,"285,000,000",2014-11-18T00:00:00Z
Mozambique,Mozambique Conservation Areas for Biodiversity and Development Project,2014,Closed,"40,000,000",2014-11-18T00:00:00Z
Mozambique,Mozambique GEF Conservation Areas for Biodiversity and Development Project,2014,Closed,,2014-11-18T00:00:00Z
Mali,Mali - First Recovery and Governance Reform Support Credit (RGRSC-1),2014,Closed,"63,000,000",2014-11-18T00:00:00Z
World,Ocean Partnerships for Sustainable Fisheries&Biodiversity Conservation,2014,Closed,,2014-11-17T00:00:00Z
Kiribati,Second Economic Reform Development Policy Operation,2014,Closed,"3,000,000",2014-11-14T00:00:00Z
China,CH GEF Municipal Solid Waste Management Project,2014,Active,"32,910,000",2014-11-14T00:00:00Z
Guinea,Emergency Macroeconomic and Fiscal Support Grant,2014,Closed,"50,000,000",2014-11-13T00:00:00Z
Kenya,Kenya Urban Water and Sanitation OBA Fund for Low Income Areas,2014,Active,"18,140,000",2014-11-13T00:00:00Z
Armenia,Second Development Policy Operation,2014,Closed,"75,000,000",2014-11-12T00:00:00Z
Liberia,Poverty Reduction Support Credit II,2014,Closed,"30,000,000",2014-11-12T00:00:00Z
,AFR RI-SAPP-Program for Accelerating Regional Energy/Transformational Projects,2014,Active,"20,000,000",2014-11-11T00:00:00Z
Vanuatu,Rural Electrification Project,2014,Active,"4,700,000",2014-11-07T00:00:00Z
Guatemala,Pilot to Improve the Development and Nutrition of Young Children in Poor Rural Areas in Guatemala,2014,Closed,"2,750,000",2014-11-07T00:00:00Z
Ghana,Ghana Transport Sector Project - Additional Fin,2014,Active,"25,000,000",2014-11-04T00:00:00Z
Romania,Romania Strengthening Financail Accountability,2014,Closed,"750,000",2014-11-04T00:00:00Z
Rwanda,Transformation of Agriculture Sector Program Phase 3  PforR,2014,Closed,"300,000,000",2014-10-31T00:00:00Z
Rwanda,Rwanda Public Sector Governance Program-For-Results,2014,Closed,"100,000,000",2014-10-31T00:00:00Z
Kyrgyz Republic,Building Capacity for Effective Local Governance Project,2014,Closed,"1,400,000",2014-10-30T00:00:00Z
West Bank and Gaza,Additional Financing for Water Supply & Sewage Systems Improvement,2014,Active,"15,000,000",2014-10-30T00:00:00Z
West Bank and Gaza,Gaza Emergency Response for Electricity Network Rehabilitation (AF),2014,Active,"15,000,000",2014-10-30T00:00:00Z
West Bank and Gaza,GZ Emergency Response Second Municipal Development Project AF,2014,Active,"15,000,000",2014-10-30T00:00:00Z
West Bank and Gaza,GZ Emergency Budget Support Supplemental,2014,Closed,"41,000,000",2014-10-30T00:00:00Z
Tonga,Tonga - Second Economic Reform Support Operation,2014,Closed,"5,000,000",2014-10-29T00:00:00Z
Djibouti,DJ Social Safety Net Project Additional Financing,2014,Active,"5,000,000",2014-10-28T00:00:00Z
Montenegro,EU/IPA AGRICULTURE AND RURAL DEVELOPMENT INSTITUTION BUILDING PROJECT,2014,Closed,"4,500,000",2014-10-28T00:00:00Z
Afghanistan,Afghanistan Phase II - Extractive Industries Transparency Initiative,2014,Closed,"300,000",2014-10-27T00:00:00Z
Mexico,Mexico Reducing Inequality of Educational Opportunity Project,2014,Closed,"150,000,000",2014-10-24T00:00:00Z
"Congo, Dem. Rep.",DRC: Prevention and Mitigation of SGBV in North and South Kivu,2014,Closed,"4,000,000",2014-10-24T00:00:00Z
Paraguay,TEKOPOR&#195; Beneficiaries Empowered to Ensure Social Accountability,2014,Closed,"600,000",2014-10-24T00:00:00Z
Mexico,Mexico School Based Management Project,2014,Closed,"819,950,000",2014-10-24T00:00:00Z
Mexico,Mexico Social Protection System Project,2014,Active,"350,000,000",2014-10-24T00:00:00Z
Uzbekistan,Improving Pre-primary and General Secondary Education Project,2014,Closed,"49,900,000",2014-10-23T00:00:00Z
Mozambique,Cities and Climate Change PPCR AF,2014,Active,"15,750,000",2014-10-23T00:00:00Z
Ghana,Making the Budget Work for Ghana,2014,Closed,"850,000",2014-10-22T00:00:00Z
,AFCC2/RI-Regional Pastoral Livelihoods Resilience,2014,Active,"75,000,000",2014-10-21T00:00:00Z
Nigeria,State and Local Governance Reform Project,2014,Active,"73,050,000",2014-10-17T00:00:00Z
Myanmar,Essential Health Services Access Project,2014,Active,"100,000,000",2014-10-14T00:00:00Z
Chad,Emergency  Food and Livestock Crisis Response Project,2014,Active,"18,000,000",2014-10-14T00:00:00Z
Guinea-Bissau,Second Emergency Food Security Support Project,2014,Closed,"7,000,000",2014-10-10T00:00:00Z
India,Creating Inclusive Business Models for Marginalized Tribal Communities in Odisha; Jharkhand and Madhya Pradesh,2014,Closed,"2,860,000",2014-10-09T00:00:00Z
World,DMF Implementing Partners,2014,Closed,"1,000,000",2014-10-03T00:00:00Z
Serbia,Floods Emergency Recovery Project,2014,Closed,"300,000,000",2014-10-03T00:00:00Z
Uganda,Uganda Reproductive Health Voucher Project,2014,Closed,"13,300,000",2014-10-03T00:00:00Z
Bosnia and Herzegovina,BiH DPL,2014,Closed,"50,000,000",2014-10-03T00:00:00Z
Ukraine,Advisory services and technical assistance to Naftogaz and the Government of Ukraine on the reform of the natural gas sector,2014,Closed,"1,160,000",2014-10-02T00:00:00Z
Guinea,Guinea Agricultural Support Project,2014,Closed,"15,000,000",2014-09-30T00:00:00Z
Indonesia,AF to the Local Government and Decentralization Project /LGDP Phase II,2014,Closed,"500,000,000",2014-09-30T00:00:00Z
Lebanon,Lebanon-Water Supply Augmentation Project,2014,Active,"617,000,000",2014-09-30T00:00:00Z
Morocco,Noor Solar Power Project,2014,Active,"2,677,000,000",2014-09-30T00:00:00Z
China,Guizhou Rural Development Project,2014,Active,"140,510,000",2014-09-30T00:00:00Z
Guinea,GUINEA - Stepping Up Skills Project,2014,Active,"20,000,000",2014-09-30T00:00:00Z
Ethiopia,ET Productive Safety Nets Project 4 (PSNP 4),2014,Active,"2,616,000,000",2014-09-30T00:00:00Z
Belize,Management and Protection of Key Biodiversity Areas in Belize,2014,Closed,,2014-09-29T00:00:00Z
Brazil,Additional Finance to Acre Social and Economic Inclusion and Sustainable Development Project,2014,Active,"187,500,000",2014-09-29T00:00:00Z
Albania,Power Recovery Project,2014,Active,"201,300,000",2014-09-29T00:00:00Z
Solomon Islands,Solomon Islands Community Governance and Grievance Management Project,2014,Active,"3,080,000",2014-09-29T00:00:00Z
Seychelles,Disaster Risk Management Development Policy Loan with CAT DDO,2014,Active,"7,000,000",2014-09-26T00:00:00Z
Mali,ML-TF Stat Capacity Building Supervision,2014,Closed,"450,000",2014-09-26T00:00:00Z
,Pacific Catastrophe Risk Insurance Pilot,2014,Active,"1,000,000",2014-09-26T00:00:00Z
Philippines,Cebu Bus Rapid Transit (BRT) Project,2014,Active,"228,500,000",2014-09-26T00:00:00Z
Cambodia,Cambodia Cash Transfer Pilot Focused on Maternal and Child Health and Nutrition Project,2014,Closed,"820,000",2014-09-26T00:00:00Z
Tajikistan,Republic of Tajikistan - Implementation of the NSDS,2014,Closed,"2,750,000",2014-09-26T00:00:00Z
Seychelles,Sustainability and Competitiveness DPL 3,2014,Closed,"7,000,000",2014-09-26T00:00:00Z
Philippines,Third Philippines Development Policy Loan,2014,Closed,"300,000,000",2014-09-26T00:00:00Z
China,Zhejiang Rural Water Supply and Sanitation Project,2014,Active,"400,000,000",2014-09-25T00:00:00Z
China,Shaanxi Small Towns Infrastructure Project,2014,Active,"256,900,000",2014-09-25T00:00:00Z
China,China-Qinghai Xining Water Environment Management Project,2014,Active,"246,600,000",2014-09-25T00:00:00Z
Cameroon,The Agriculture Investment and Market Development Project,2014,Active,"166,600,000",2014-09-25T00:00:00Z
Nigeria,Development Finance Project,2014,Active,"500,000,000",2014-09-25T00:00:00Z
Dominican Republic,Caribbean Regional Communications Infrastructure Prog - Dominican Rep.,2014,Closed,"30,000,000",2014-09-25T00:00:00Z
Ethiopia,Ethiopia: Extractive Industries Transparency Initiative Implementation,2014,Closed,"300,000",2014-09-24T00:00:00Z
North Macedonia,National and Regional Roads Rehabilitation,2014,Closed,"83,720,000",2014-09-23T00:00:00Z
Samoa,Samoa First Fiscal & Economic Reform Operation,2014,Closed,"7,500,000",2014-09-22T00:00:00Z
Brazil,BR Marine Protected Areas Project,2014,Active,,2014-09-19T00:00:00Z
Croatia,Social Protection System Modernization Project,2014,Closed,"95,550,000",2014-09-19T00:00:00Z
Montenegro,Industrial Waste Management and Cleanup Project,2014,Active,"80,440,000",2014-09-19T00:00:00Z
,Ebola Emergency Response Project,2014,Active,"105,000,000",2014-09-16T00:00:00Z
Philippines,Preparation of a Program Towards Sustainable Flood Management in the Greater Metro Manila Area Project,2014,Active,"3,000,000",2014-09-16T00:00:00Z
"Congo, Rep.",CG-Add. Fin. Water; Electricity & Urban Dev. SIL,2014,Active,"150,000,000",2014-09-16T00:00:00Z
"Yemen, Rep.",RY Higher Education Quality Improvement Project - Additional Financing,2014,Closed,"3,000,000",2014-09-15T00:00:00Z
Brazil,Rural Environmental Cadastre and Fire Prevention in Bahia State Project,2014,Closed,"4,400,000",2014-09-12T00:00:00Z
Cambodia,Cambodia Second Health Sector Support Program-Additional Financing 2,2014,Active,"12,700,000",2014-09-11T00:00:00Z
Morocco,LEAD Project Linking Education and Accountability for Development,2014,Closed,"720,000",2014-09-09T00:00:00Z
Philippines, Supporting the new Philippine Statistics Authority,2014,Closed,"500,000",2014-09-02T00:00:00Z
Pakistan,Enhanced Nutrition for Mothers and Children,2014,Closed,"55,010,000",2014-08-29T00:00:00Z
Philippines,Philippine Rural Development Project,2014,Active,"664,590,000",2014-08-29T00:00:00Z
Philippines,Philippine Rural Development Project,2014,Active,"507,000,000",2014-08-29T00:00:00Z
China,Climate Smart Staple Crop Production,2014,Active,"30,100,000",2014-08-29T00:00:00Z
Kyrgyz Republic,Strengthening the Chamber of Account of Kyrgyz Republic,2014,Closed,"700,000",2014-08-28T00:00:00Z
Belize,Climate Resilient Infrastructure,2014,Active,"30,000,000",2014-08-27T00:00:00Z
Chile,Market Instruments for climate change mitigation in Chile,2014,Closed,"3,000,000",2014-08-27T00:00:00Z
Rwanda,Landscape Approach to Forest Restoration and Conservation (LAFREC),2014,Active,"9,530,000",2014-08-27T00:00:00Z
Nepal,SREP-Supported Extended Biogas Project,2014,Active,"35,500,000",2014-08-27T00:00:00Z
Timor-Leste,Building Climate/Disaster Resilience Along The Dili-Ainaro and Linked Road Corridors in Timor-Leste,2014,Closed,"2,700,000",2014-08-27T00:00:00Z
Mongolia,Mongolia EITI Post Compliance II,2014,Closed,"350,000",2014-08-26T00:00:00Z
Morocco,MA-Second Skills and Employment DPL,2014,Closed,"100,000,000",2014-08-26T00:00:00Z
Liberia,Emergency Monrovia Urban Sanitation 2AF,2014,Active,,2014-08-25T00:00:00Z
Sudan,Sudan Budgeting Capacity Strengthening Project,2014,Closed,"5,000,000",2014-08-22T00:00:00Z
Somalia,Somalia Recurrent Cost & Reform Financing Facility,2014,Closed,"16,000,000",2014-08-18T00:00:00Z
Uganda,UG Teacher and School Effectiveness Project,2014,Active,"100,000,000",2014-08-15T00:00:00Z
South Africa,Lesotho Highlands - Botswana Water Transfer,2014,Closed,"2,000,000",2014-08-14T00:00:00Z
Ghana,Ghana - Disaster Risk Management Country Plan,2014,Closed,"800,000",2014-08-12T00:00:00Z
Ukraine,Programmatic Financial Sector DPL 1,2014,Closed,"500,000,000",2014-08-07T00:00:00Z
Vietnam,Transmission Efficiency Project (TEP),2014,Active,"731,250,000",2014-08-07T00:00:00Z
Kyrgyz Republic,Scaling-up the Peer-to-Peer Learning in Public Finance at the LSG Level in the Kyrgyz Republic - SUPPL,2014,Closed,"1,100,000",2014-08-06T00:00:00Z
Niger,Niger Additional Financing to the Agro-sylvo-pastoral Exports and Markets Development Project,2014,Closed,"13,800,000",2014-08-05T00:00:00Z
Colombia,CO Mainstreaming Sust. Cattle Ranching Project AF,2014,Active,"20,700,000",2014-08-04T00:00:00Z
Philippines,Multi Donor Facility - PH Mindanao Reconstruction & Development,2014,Active,"6,600,000",2014-08-04T00:00:00Z
"Yemen, Rep.",Additional Financing II for SFD IV,2014,Closed,"50,000,000",2014-08-01T00:00:00Z
Lebanon,LB-Environmental Pollution Abatement Project,2014,Active,"18,000,000",2014-08-01T00:00:00Z
